booking_id,flight_id,customer_id,booking_date,cabin,price_brl,channel,feedback_text
31,3683,439,2025-11-12,Economy,1615.56,agencia,
32,3759,274,2025-08-15,Economy,1079.54,site,
33,3693,120,2025-12-05,Economy,654.18,app,Tripulação despreparada para lidar com atraso.
34,3852,106,2026-01-16,Economy+,3047.38,agente,
35,166,151,2026-03-10,Economy,2668.43,agencia,"Cumpriu o prometido, foi razoável."
36,2277,456,2025-08-11,Economy,685.97,agencia,Conexão sem stress e bagagem chegou junto.
37,560,347,2025-08-10,Economy,1607.42,site,
38,1484,119,2026-04-25,Economy,2265.23,app,
39,3602,285,2025-11-06,Economy,1288.38,agencia,"Cumpriu o prometido, foi razoável."
40,3909,356,2026-04-06,Economy,798.01,agencia,
41,4606,320,2026-01-29,Economy+,2123.0,agencia,
42,4772,33,2025-12-24,Economy+,1325.96,site,
43,4590,399,2026-02-12,Economy+,1602.28,site,
44,1758,234,2025-10-06,Economy,1325.58,app,"Cumpriu o prometido, foi razoável."
45,1010,223,2026-04-09,Economy,1518.85,site,
46,19,3,2025-08-02,Economy,440.79,site,"Aeronave nova e limpa, gostei bastante."
47,1954,397,2025-12-13,Business,1044.15,app,"Cumpriu o prometido, foi razoável."
48,4975,249,2025-11-11,Economy,1366.92,app,Cobraram bagagem extra que estava dentro do limite.
49,1689,381,2025-10-08,Economy,645.66,app,Aeronave suja e ar condicionado quebrado.
50,4888,246,2025-08-04,Economy,499.31,site,Cobraram bagagem extra que estava dentro do limite.
51,3001,261,2026-01-16,Economy+,1731.11,site,
52,549,467,2025-10-27,Economy+,1815.65,agencia,
53,4835,29,2025-09-19,Economy,2911.27,app,
54,17,394,2025-09-03,Economy,280.15,app,"Voo tranquilo, tripulação muito atenciosa."
55,1293,180,2025-06-14,Business,1405.57,app,
56,3251,434,2026-04-02,Economy,1360.39,site,"Voo tranquilo, tripulação muito atenciosa."
57,1276,452,2026-04-12,Economy,2182.07,site,
58,2669,5,2026-04-14,Economy+,1015.64,app,
59,4977,470,2026-01-22,Economy,882.18,site,
60,3336,237,2025-10-21,Economy,1120.93,agente,"Atendimento por telefone é horrível, ninguém resolve."
61,2849,160,2026-01-15,Business,986.2,agencia,Tripulação despreparada para lidar com atraso.
62,4181,159,2025-09-20,Economy,529.31,app,
63,3829,457,2025-08-01,Economy,1352.44,site,Embarque caótico e sem organização.
64,881,164,2025-07-04,Economy+,2607.29,site,
65,1947,132,2025-12-20,Economy,2423.48,app,"Perderam minha mala, péssimo atendimento."
66,455,418,2026-03-13,Economy,1036.78,app,"Padrão de companhia aérea, normal."
67,2657,120,2026-03-30,Economy,1108.27,site,
68,4631,143,2026-02-18,Economy,621.2,agencia,
69,99,188,2026-01-24,Economy+,2350.51,agencia,
70,1531,60,2025-12-12,Economy,1663.44,agencia,
71,3050,69,2026-02-10,Economy,1318.47,app,Cobraram bagagem extra que estava dentro do limite.
72,4078,5,2026-01-06,Business,1765.67,agencia,Atendimento de primeira no balcão.
73,2187,149,2026-04-23,Economy,1424.03,agencia,Atendimento de primeira no balcão.
74,2605,288,2025-09-06,Economy,2428.49,app,Atendimento de primeira no balcão.
75,1533,172,2025-12-31,Economy,780.77,app,
76,619,444,2025-12-17,Economy,1564.23,app,"Aeronave nova e limpa, gostei bastante."
77,1415,233,2025-10-13,Economy,486.05,app,
78,542,320,2026-01-15,Economy,442.87,app,"Cumpriu o prometido, foi razoável."
79,3086,40,2026-04-02,Economy,2172.2,agencia,"Aeronave nova e limpa, gostei bastante."
80,1157,66,2026-02-20,Economy,1091.46,agencia,
81,4179,49,2026-05-20,Economy,1233.98,app,"Voo dentro do esperado, sem problemas."
82,4385,140,2025-08-03,Economy+,1980.0,agencia,
83,2475,284,2025-09-24,Economy+,3793.74,site,
84,4222,57,2025-06-01,Economy+,2275.77,app,
85,2652,264,2025-07-07,Economy+,4001.51,app,Voo atrasou 3 horas e nenhuma comunicação foi feita.
86,132,99,2025-11-27,Economy,679.2,app,"Pontual e confortável, recomendo!"
87,396,174,2025-05-28,Business,10936.66,app,
88,1511,493,2026-01-05,Economy+,4105.86,app,
89,181,456,2025-10-15,Business,716.41,agencia,
90,3458,398,2025-09-04,Economy,1312.02,site,
91,1558,204,2026-02-20,Economy,1166.9,agente,"Aeronave nova e limpa, gostei bastante."
92,1411,200,2025-12-13,Economy+,2675.02,app,
93,3545,190,2025-07-15,Business,1188.32,site,
94,4023,436,2025-05-31,Economy+,697.7,app,
95,470,156,2026-03-28,Economy+,555.88,site,
96,2882,21,2026-01-25,Economy,1562.48,site,
97,1067,394,2025-12-01,Economy+,1321.23,agencia,
98,4527,470,2025-10-12,Economy,366.16,app,"Tudo ok, nada demais a comentar."
99,4658,187,2025-06-12,Economy+,3596.8,app,Cobraram bagagem extra que estava dentro do limite.
100,4129,382,2026-04-09,Economy,514.4,app,
101,297,266,2025-10-28,Economy,1481.83,agencia,
102,4219,272,2025-06-28,Economy,2507.31,app,
103,3139,191,2026-03-09,Economy,1404.67,site,
104,3569,353,2026-02-28,Economy,1063.95,app,Aeronave suja e ar condicionado quebrado.
105,2084,63,2026-01-30,Economy,2788.05,site,
106,3853,428,2026-02-08,Economy+,3596.34,app,Aeronave suja e ar condicionado quebrado.
107,3723,255,2026-03-22,Economy,1182.63,app,
108,146,69,2026-03-26,Economy,1612.99,app,"Tudo ok, nada demais a comentar."
109,1750,143,2025-12-25,Business,6111.19,app,"Comissários muito gentis, voo perfeito."
110,1778,96,2026-02-01,Economy,1656.46,site,
111,410,455,2025-06-01,Economy,1327.34,site,"Cumpriu o prometido, foi razoável."
112,1113,385,2025-10-22,Economy,1286.79,site,"Voo tranquilo, tripulação muito atenciosa."
113,1888,261,2025-11-12,Economy,392.51,site,"Voo dentro do esperado, sem problemas."
114,4475,229,2026-04-08,Economy,2298.53,site,
115,2315,73,2026-04-22,Economy,287.54,agencia,"Tudo ok, nada demais a comentar."
116,2950,454,2025-10-01,Economy,1806.32,app,
117,2778,25,2025-11-25,Business,2412.73,site,"Aeronave nova e limpa, gostei bastante."
118,2310,270,2025-05-31,Economy,853.25,site,
119,3246,365,2025-05-03,Economy,554.32,site,
120,130,389,2025-12-01,Economy+,789.38,app,
121,4867,160,2025-05-23,Economy+,1238.13,app,
122,4311,175,2026-04-21,Economy,2082.62,app,
123,3439,365,2025-06-07,Economy,394.37,agencia,
124,3705,269,2025-05-09,Economy+,2141.03,site,
125,643,448,2026-02-21,Economy+,1547.44,site,"Aeronave nova e limpa, gostei bastante."
126,530,59,2026-04-04,Economy,2243.37,app,Cobraram bagagem extra que estava dentro do limite.
127,2301,236,2026-01-21,Economy,2478.28,app,
128,4780,195,2025-10-07,Economy+,1765.23,agencia,
129,704,363,2026-02-09,Economy,1479.91,agente,"Excelente experiência, embarque rápido."
130,1011,12,2026-02-12,Economy,1436.53,app,
131,473,203,2026-03-18,Economy,230.91,app,"Voo dentro do esperado, sem problemas."
132,4774,393,2025-05-12,Economy+,3877.45,app,
133,115,340,2026-04-12,Economy,2739.62,site,
134,1503,140,2026-02-10,Economy,1324.63,site,
135,3229,217,2025-10-23,Economy,856.44,app,
136,2829,59,2026-03-24,Economy,1304.65,site,
137,2098,106,2025-07-31,Business,6499.31,agencia,
138,3966,255,2026-03-21,Economy,2471.04,site,
139,2743,273,2025-08-22,Economy,260.15,site,"Padrão de companhia aérea, normal."
140,4836,225,2026-01-21,Economy,817.73,agencia,
141,245,490,2025-10-11,Economy,811.83,agencia,
142,3231,202,2025-06-03,Economy,749.75,site,"Cheguei antes do horário, parabéns Befly."
143,739,236,2026-02-01,Economy+,1407.86,site,
144,2007,401,2025-07-22,Economy,391.2,site,
145,1183,453,2025-06-22,Economy,770.66,site,"Cumpriu o prometido, foi razoável."
146,87,243,2025-10-31,Economy+,3520.2,site,
147,4878,153,2025-12-09,Economy,1038.68,agencia,
148,590,94,2025-09-17,Economy,490.5,site,
149,1938,55,2025-09-16,Economy,901.37,agencia,
150,2443,131,2026-04-05,Economy,1455.14,site,
151,2760,202,2025-05-01,Business,7316.85,app,
152,968,406,2025-12-18,Economy,583.54,app,
153,455,447,2026-04-15,Economy+,1794.09,app,
154,3903,384,2025-12-25,Business,1183.37,site,
155,1337,392,2026-01-24,Economy,1426.45,site,"Atendimento por telefone é horrível, ninguém resolve."
156,502,172,2025-07-24,Economy,431.71,site,"Voo tranquilo, tripulação muito atenciosa."
157,1493,356,2026-04-21,Economy+,2684.12,site,"Perderam minha mala, péssimo atendimento."
158,4499,94,2025-05-24,Business,2975.78,site,
159,860,109,2026-03-29,Economy,1275.47,app,"Cheguei antes do horário, parabéns Befly."
160,528,128,2025-06-04,Economy+,2408.79,app,
161,1110,380,2025-09-19,Business,1643.14,app,"Voo dentro do esperado, sem problemas."
162,2894,408,2025-06-24,Economy+,2889.11,site,
163,1283,80,2026-02-11,Economy,1674.78,app,
164,212,446,2026-03-14,Economy,1151.77,site,
165,1453,312,2025-10-06,Economy,319.19,agencia,
166,851,192,2025-12-02,Economy+,744.83,agencia,
167,1284,211,2025-10-27,Economy,2393.56,app,
168,2630,18,2026-03-21,Economy,1582.54,app,
169,2896,372,2026-02-26,Economy,834.19,agencia,
170,2544,420,2025-04-22,Business,8984.32,site,"Aeronave nova e limpa, gostei bastante."
171,99,164,2026-01-26,Economy,1145.55,agencia,
172,2130,130,2026-01-20,Economy,358.59,app,Atendimento de primeira no balcão.
173,3147,403,2025-10-16,Economy,2830.8,app,"Tudo ok, nada demais a comentar."
174,3639,227,2026-02-09,Economy,1120.96,app,
175,1212,80,2025-08-16,Economy+,2061.92,agencia,"Excelente experiência, embarque rápido."
176,609,177,2025-08-09,Economy,397.75,app,"Atendimento por telefone é horrível, ninguém resolve."
177,2566,26,2025-07-16,Business,3750.94,app,"Aeronave nova e limpa, gostei bastante."
178,3877,67,2025-11-05,Economy,956.93,agencia,
179,2210,182,2025-10-17,Economy,905.01,agencia,
180,2598,298,2025-11-16,Economy,823.01,site,
181,2989,105,2025-11-26,Economy,1371.82,app,"Atendimento por telefone é horrível, ninguém resolve."
182,4880,350,2026-02-24,Economy,1353.58,app,"Pontual e confortável, recomendo!"
183,4385,130,2025-07-20,Economy,1484.05,site,
184,1992,433,2026-01-31,Economy,996.68,app,"Cumpriu o prometido, foi razoável."
185,3593,328,2026-02-23,Economy,1050.04,app,"Atendimento por telefone é horrível, ninguém resolve."
186,596,403,2025-08-24,Economy+,1204.97,site,"Atendimento por telefone é horrível, ninguém resolve."
187,4855,446,2026-02-18,Economy,367.75,app,Aeronave suja e ar condicionado quebrado.
188,234,471,2026-01-17,Economy,165.92,app,"Perderam minha mala, péssimo atendimento."
189,2639,282,2026-04-04,Economy,2021.8,site,"Padrão de companhia aérea, normal."
190,1515,149,2025-07-31,Economy,452.18,agencia,"Perderam minha mala, péssimo atendimento."
191,1920,127,2025-11-12,Economy+,1152.77,site,"Tudo ok, nada demais a comentar."
192,1596,449,2025-06-02,Economy,2532.32,app,Voo atrasou 3 horas e nenhuma comunicação foi feita.
193,1282,258,2026-03-20,Economy,942.71,app,Conexão sem stress e bagagem chegou junto.
194,2665,325,2025-05-22,Economy,1719.21,app,"Atendimento por telefone é horrível, ninguém resolve."
195,3481,127,2025-11-04,Economy,1832.56,app,
196,3375,14,2025-12-05,Economy,424.36,app,
197,453,352,2025-12-17,Economy,1210.57,site,"Atendimento por telefone é horrível, ninguém resolve."
198,3275,81,2025-06-07,Economy+,3481.43,agencia,Voo atrasou 3 horas e nenhuma comunicação foi feita.
199,3617,314,2026-03-31,Economy,1001.58,app,
200,1298,177,2026-01-19,Economy,833.15,site,
201,4095,62,2025-11-30,Economy,691.28,site,"Tudo ok, nada demais a comentar."
202,2587,284,2025-11-16,Economy,2513.86,agente,Conexão sem stress e bagagem chegou junto.
203,4146,344,2025-12-31,Economy,267.25,site,
204,19,187,2025-07-24,Economy,468.93,site,
205,3039,18,2026-01-23,Economy,1549.79,app,
206,3349,311,2025-10-10,Economy,1238.63,app,
207,1986,284,2025-08-07,Economy+,2252.02,app,
208,4561,395,2026-04-15,Economy,1659.71,site,Aeronave suja e ar condicionado quebrado.
209,3876,53,2025-08-31,Economy,2423.4,app,Tripulação despreparada para lidar com atraso.
210,4336,191,2026-02-01,Economy,1743.09,app,"Cumpriu o prometido, foi razoável."
211,4227,476,2026-04-16,Economy,197.33,site,
212,377,479,2026-03-18,Economy,2111.6,agencia,
213,2680,149,2026-03-12,Economy+,2532.29,site,
214,1072,182,2025-12-06,Economy,602.67,site,
215,2623,413,2025-09-06,Economy,438.96,app,
216,1221,24,2025-05-21,Economy,1119.2,app,
217,3825,377,2025-04-03,Economy+,784.03,app,
218,974,220,2025-08-28,Economy,187.4,app,
219,3578,46,2026-05-06,Economy,750.73,app,Cobraram bagagem extra que estava dentro do limite.
220,2555,172,2026-02-03,Economy,2538.31,site,Aeronave suja e ar condicionado quebrado.
221,4676,319,2026-03-23,Economy,1500.03,app,Cancelaram o voo sem reacomodação adequada.
222,3581,333,2025-11-26,Economy,1540.42,site,Voo atrasou 3 horas e nenhuma comunicação foi feita.
223,3226,109,2025-10-13,Economy,1011.77,app,
224,4178,470,2025-09-21,Economy,257.09,site,"Comissários muito gentis, voo perfeito."
225,2432,447,2025-08-22,Economy,654.2,site,
226,4977,19,2025-12-05,Economy,725.28,app,"Padrão de companhia aérea, normal."
227,4507,445,2025-10-14,Economy,1431.13,app,"Excelente experiência, embarque rápido."
228,84,352,2026-02-03,Economy,2229.28,app,Conexão sem stress e bagagem chegou junto.
229,114,488,2025-08-10,Economy,797.43,app,
230,841,115,2025-04-29,Economy,772.87,site,Atendimento de primeira no balcão.
231,1480,282,2025-11-04,Economy,922.87,app,Cancelaram o voo sem reacomodação adequada.
232,1258,190,2026-03-20,Economy,1713.59,app,Atendimento de primeira no balcão.
233,3297,304,2025-10-18,Economy,1396.49,agencia,"Cumpriu o prometido, foi razoável."
234,2981,20,2025-06-29,Economy,1408.94,site,
235,1897,334,2025-06-27,Economy,994.81,app,
236,1414,196,2025-07-19,Economy,423.16,site,
237,2728,19,2026-02-14,Economy,2269.44,app,Embarque caótico e sem organização.
238,2827,350,2025-08-27,Economy,592.47,site,Embarque caótico e sem organização.
239,3024,132,2025-11-23,Economy,2971.34,site,
240,3793,286,2026-01-17,Economy,1347.95,agente,
241,4486,414,2025-07-16,Economy,1296.55,agencia,
242,3894,344,2025-06-12,Economy,663.36,app,"Perderam minha mala, péssimo atendimento."
243,2214,2,2026-02-28,Economy,1390.63,app,"Padrão de companhia aérea, normal."
244,2798,198,2025-12-25,Economy,1354.1,agencia,"Voo dentro do esperado, sem problemas."
245,2096,481,2026-02-24,Economy+,1877.47,app,
246,2238,477,2026-01-05,Economy+,1508.16,site,"Atendimento por telefone é horrível, ninguém resolve."
247,3293,463,2026-02-25,Economy,881.51,agencia,Aeronave suja e ar condicionado quebrado.
248,1281,242,2025-08-17,Economy,862.09,app,
249,4004,272,2025-07-30,Economy,1638.83,app,
250,1998,80,2026-02-24,Economy,2253.88,agencia,"Cumpriu o prometido, foi razoável."
251,2751,467,2025-05-22,Economy+,2431.98,site,
252,3657,328,2025-05-20,Economy,337.68,site,
253,1589,404,2025-08-12,Economy,1330.1,site,
254,3304,210,2026-03-06,Economy,2341.36,agencia,
255,3313,333,2025-08-18,Economy+,2114.56,app,"Excelente experiência, embarque rápido."
256,3251,64,2026-03-07,Economy,2285.58,agencia,
257,2798,125,2025-12-11,Economy,1448.17,site,"Comissários muito gentis, voo perfeito."
258,2613,408,2025-12-19,Business,1264.93,site,
259,4429,419,2025-08-29,Economy,378.36,site,"Comissários muito gentis, voo perfeito."
260,2994,489,2026-04-18,Economy,1663.14,site,
261,773,185,2026-03-10,Economy,2915.92,agencia,
262,3493,7,2025-10-24,Economy,454.13,site,Cobraram bagagem extra que estava dentro do limite.
263,311,487,2025-05-30,Economy,1669.47,app,
264,4051,283,2025-10-06,Economy,1694.88,agencia,
265,4508,357,2025-07-06,Economy+,1792.72,agencia,"Tudo ok, nada demais a comentar."
266,3407,65,2025-08-25,Economy,1960.37,app,
267,4067,473,2025-08-07,Economy,1343.18,site,
268,3913,329,2025-08-27,Economy,2548.68,site,Atendimento de primeira no balcão.
269,4370,110,2026-01-24,Economy,323.52,site,Aeronave suja e ar condicionado quebrado.
270,1852,242,2025-10-22,Economy,1536.87,app,
271,1598,317,2025-08-03,Economy,545.53,app,
272,3205,91,2026-03-13,Economy+,2079.25,site,Cancelaram o voo sem reacomodação adequada.
273,2674,458,2026-04-13,Economy,1229.65,site,"Voo dentro do esperado, sem problemas."
274,3784,117,2026-04-21,Economy,1047.01,app,"Comissários muito gentis, voo perfeito."
275,3716,344,2025-07-02,Economy,2276.49,app,"Comissários muito gentis, voo perfeito."
276,2423,251,2025-08-21,Economy+,1499.86,site,
277,2198,233,2025-06-18,Economy,526.4,site,
278,3511,111,2025-12-29,Economy,578.1,site,"Atendimento por telefone é horrível, ninguém resolve."
279,2995,332,2025-05-31,Economy,712.27,site,Conexão sem stress e bagagem chegou junto.
280,4095,383,2025-11-05,Business,3515.02,app,
281,1187,49,2025-05-28,Economy+,777.83,site,"Voo tranquilo, tripulação muito atenciosa."
282,1938,57,2025-09-14,Economy+,2154.89,site,"Cheguei antes do horário, parabéns Befly."
283,684,160,2025-07-12,Economy,2446.72,site,"Comissários muito gentis, voo perfeito."
284,3562,86,2025-10-23,Economy+,3352.37,site,
285,2264,67,2025-05-17,Economy,2968.77,app,"Perderam minha mala, péssimo atendimento."
286,430,463,2026-04-22,Business,1219.78,app,
287,992,309,2026-02-15,Economy,229.78,agencia,"Voo dentro do esperado, sem problemas."
288,903,310,2026-03-20,Economy,478.7,site,
289,2726,212,2025-08-17,Economy,666.28,site,"Cumpriu o prometido, foi razoável."
290,3024,45,2025-10-29,Economy+,2934.88,app,
291,231,77,2025-09-06,Economy,1791.54,site,
292,446,204,2025-06-07,Economy,2207.22,app,
293,3652,226,2025-10-23,Economy,1362.76,site,Cobraram bagagem extra que estava dentro do limite.
294,2762,99,2026-04-29,Economy,2340.55,site,
295,2850,84,2025-10-28,Business,8038.59,app,
296,4538,442,2026-04-23,Economy,2570.42,app,"Voo dentro do esperado, sem problemas."
297,2156,60,2026-03-26,Economy,2328.1,app,
298,3602,112,2025-12-30,Economy+,2826.47,app,
299,4698,457,2026-02-04,Economy,1745.84,site,
300,4447,181,2025-12-30,Economy,328.73,app,
301,744,478,2025-07-01,Economy,1591.51,app,"Voo dentro do esperado, sem problemas."
302,302,59,2026-03-21,Economy,2259.6,site,
303,720,233,2025-07-02,Economy,1073.28,app,
304,3457,133,2025-07-07,Economy,848.93,site,
305,3268,371,2026-03-21,Economy,1040.08,site,"Excelente experiência, embarque rápido."
306,3451,446,2025-07-08,Economy,1374.52,app,"Perderam minha mala, péssimo atendimento."
307,3876,163,2025-08-05,Economy,1725.09,app,Cancelaram o voo sem reacomodação adequada.
308,1875,488,2025-06-06,Economy,1263.37,agencia,
309,650,217,2025-07-26,Economy,247.4,app,
310,2769,315,2026-03-10,Economy,1781.98,app,"Aeronave nova e limpa, gostei bastante."
311,4058,147,2026-02-09,Economy,862.25,agencia,
312,2215,298,2025-06-08,Economy,317.08,site,"Cheguei antes do horário, parabéns Befly."
313,1747,244,2025-07-14,Economy,1166.48,site,
314,1984,324,2026-01-29,Economy+,1302.94,app,
315,3509,296,2025-09-03,Economy,1615.54,site,
316,4317,117,2025-10-31,Economy,2707.15,app,
317,2511,429,2025-06-27,Economy,932.88,app,"Atendimento por telefone é horrível, ninguém resolve."
318,4940,245,2025-09-07,Economy,758.74,site,
319,627,341,2025-04-23,Economy+,2913.98,agencia,
320,4617,110,2025-05-11,Economy,1508.07,app,
321,4689,357,2025-09-11,Economy,835.41,site,"Excelente experiência, embarque rápido."
322,2903,17,2026-03-01,Economy,2498.23,app,"Perderam minha mala, péssimo atendimento."
323,1256,200,2026-04-27,Economy,739.94,app,"Excelente experiência, embarque rápido."
324,778,47,2025-10-13,Economy,989.59,agente,
325,4201,331,2025-06-01,Economy+,397.84,agencia,Voo atrasou 3 horas e nenhuma comunicação foi feita.
326,1006,77,2025-08-03,Economy+,2042.91,site,Aeronave suja e ar condicionado quebrado.
327,1313,108,2025-11-11,Business,5663.35,app,"Tudo ok, nada demais a comentar."
328,1755,266,2025-05-25,Economy,1611.17,app,"Tudo ok, nada demais a comentar."
329,952,491,2026-05-08,Economy,443.96,app,"Atendimento por telefone é horrível, ninguém resolve."
330,2585,334,2025-08-11,Economy,1863.74,app,
331,1238,7,2025-09-23,Economy,853.09,site,Conexão sem stress e bagagem chegou junto.
332,4164,234,2025-10-06,Economy,1463.93,app,
333,4642,70,2025-06-29,Business,9239.63,app,
334,4485,252,2026-01-22,Economy,549.84,site,"Padrão de companhia aérea, normal."
335,1493,251,2026-05-15,Economy,1655.24,app,
336,586,66,2025-08-20,Economy,267.0,app,"Tudo ok, nada demais a comentar."
337,416,55,2026-04-22,Economy,202.76,agencia,
338,3318,499,2026-02-18,Economy,1231.38,site,
339,849,88,2025-10-24,Economy,2215.38,app,Aeronave suja e ar condicionado quebrado.
340,2043,269,2026-04-11,Economy,466.72,agente,
341,1698,300,2026-04-05,Economy+,1439.43,app,
342,4254,106,2025-08-24,Economy,1325.46,agencia,
343,4538,96,2026-04-30,Economy,1222.84,app,"Cumpriu o prometido, foi razoável."
344,1900,39,2025-08-24,Economy,1248.57,app,"Comissários muito gentis, voo perfeito."
345,3640,327,2025-05-21,Business,3318.18,site,Tripulação despreparada para lidar com atraso.
346,1712,229,2025-10-20,Economy,1988.38,app,Cancelaram o voo sem reacomodação adequada.
347,256,226,2025-12-28,Economy,1664.6,app,Tripulação despreparada para lidar com atraso.
348,4160,266,2025-12-12,Economy+,2796.75,site,"Pontual e confortável, recomendo!"
349,4188,15,2025-07-18,Economy,904.34,site,
350,475,413,2025-04-07,Economy,2482.06,app,
351,1360,493,2025-05-19,Economy,1589.8,app,
352,2415,52,2025-10-21,Economy+,2222.46,app,
353,3124,211,2025-05-19,Economy,600.64,site,
354,1909,47,2025-11-05,Economy,1574.99,site,
355,4836,171,2026-02-07,Economy,843.51,app,
356,2095,351,2025-07-01,Economy,1134.08,app,
357,1761,249,2025-12-21,Economy,882.67,app,
358,2350,471,2026-02-02,Economy,777.6,app,"Pontual e confortável, recomendo!"
359,2215,230,2025-06-14,Economy,282.54,site,Conexão sem stress e bagagem chegou junto.
360,2632,32,2025-07-01,Economy,348.47,app,
361,1793,197,2026-02-07,Economy+,1206.75,site,
362,1302,465,2025-04-26,Economy,767.32,app,"Tudo ok, nada demais a comentar."
363,2629,6,2025-12-07,Business,3129.08,site,
364,2155,143,2025-07-25,Economy,1089.42,app,"Perderam minha mala, péssimo atendimento."
365,2412,95,2025-12-31,Business,4359.93,agencia,
366,3031,473,2025-04-20,Economy,314.37,site,Cancelaram o voo sem reacomodação adequada.
367,1428,25,2025-07-30,Economy,1345.46,site,
368,197,37,2025-06-19,Economy+,1625.45,app,
369,4415,27,2026-04-29,Economy,334.69,app,
370,2944,159,2025-07-14,Economy,1841.75,app,"Cheguei antes do horário, parabéns Befly."
371,3378,131,2025-11-25,Economy,588.44,app,
372,4387,415,2026-01-27,Economy,1196.01,app,
373,1103,162,2025-05-10,Economy,1265.57,app,Voo atrasou 3 horas e nenhuma comunicação foi feita.
374,2715,379,2025-10-04,Economy,1888.83,app,
375,3055,31,2025-11-02,Economy,782.09,app,"Padrão de companhia aérea, normal."
376,2771,482,2025-07-27,Economy,1527.08,agencia,Conexão sem stress e bagagem chegou junto.
377,3546,351,2025-11-02,Economy,996.49,agencia,
378,832,321,2026-04-08,Economy,789.31,site,
379,4784,235,2026-01-03,Economy,838.9,app,Embarque caótico e sem organização.
380,2081,472,2025-11-10,Economy,576.03,app,
381,689,483,2026-01-30,Economy,1415.61,agencia,
382,1984,443,2026-01-07,Economy,1102.12,site,
383,4880,419,2026-02-22,Economy,1281.47,site,"Aeronave nova e limpa, gostei bastante."
384,2181,469,2026-03-08,Economy,1922.83,agencia,
385,4706,339,2025-12-27,Economy,2992.39,agencia,Cancelaram o voo sem reacomodação adequada.
386,4752,80,2025-06-19,Economy,1405.03,agente,Conexão sem stress e bagagem chegou junto.
387,3905,385,2026-04-24,Economy,985.43,site,
388,4688,241,2025-09-25,Economy,343.59,app,
389,4612,52,2025-12-25,Economy,945.42,app,"Atendimento por telefone é horrível, ninguém resolve."
390,3750,222,2026-02-08,Economy,1731.74,app,"Perderam minha mala, péssimo atendimento."
391,1555,458,2026-02-13,Economy,509.16,app,
392,4747,255,2025-08-07,Economy+,1308.9,site,"Cumpriu o prometido, foi razoável."
393,957,14,2026-04-05,Economy,1276.61,site,
394,3406,249,2026-04-10,Economy,1715.17,site,
395,910,140,2025-09-01,Economy,515.78,agente,
396,150,357,2026-03-27,Economy,548.25,app,
397,4410,165,2025-06-20,Economy+,2102.02,app,Tripulação despreparada para lidar com atraso.
398,2189,479,2026-02-01,Economy,1072.31,site,
399,3359,108,2025-07-03,Economy+,2421.58,agencia,
400,2736,14,2025-10-04,Economy+,2568.74,site,"Atendimento por telefone é horrível, ninguém resolve."
401,3852,67,2026-02-10,Economy,2165.75,app,
402,4158,451,2026-01-17,Economy,1086.46,site,
403,3493,419,2025-10-31,Economy,561.11,app,Voo atrasou 3 horas e nenhuma comunicação foi feita.
404,3807,223,2026-01-01,Economy+,687.71,app,
405,379,29,2025-10-08,Economy,370.4,app,Cobraram bagagem extra que estava dentro do limite.
406,3826,349,2026-03-11,Economy,443.51,app,
407,4804,58,2025-07-20,Economy,1531.04,site,
408,1423,176,2026-03-13,Economy,512.73,app,
